"DateAndTime","OS_bloom-hall131 (Bloomberg-1 West-Hall 131) Occupancy","",
"2016-08-31 19:59:59","0","",
"2016-08-31 20:10:29","0","",
"2016-08-31 20:20:58","0","",
"2016-08-31 20:31:27","0","",
"2016-08-31 20:41:55","0","",
"2016-08-31 20:52:24","0","",
"2016-08-31 21:02:54","0","",
"2016-08-31 21:13:23","0","",
"2016-08-31 21:23:52","0","",
"2016-08-31 21:34:22","0","",
"2016-08-31 21:44:50","0","",
"2016-08-31 21:55:18","0","",
"2016-08-31 22:05:45","0","",
"2016-08-31 22:16:14","0","",
"2016-08-31 22:26:43","0","",
"2016-08-31 22:37:12","0","",
"2016-08-31 22:47:40","0","",
"2016-08-31 22:58:08","0","",
"2016-08-31 23:08:35","0","",
"2016-08-31 23:19:03","0","",
"2016-08-31 23:29:31","0","",
"2016-08-31 23:39:59","0","",
"2016-08-31 23:50:27","0","",
"2016-09-01 00:00:54","0","",
"2016-09-01 00:11:22","0","",
"2016-09-01 00:21:50","0","",
"2016-09-01 00:32:18","0","",
"2016-09-01 00:42:46","0","",
"2016-09-01 00:53:14","0","",
"2016-09-01 01:03:41","0","",
"2016-09-01 01:14:09","0","",
"2016-09-01 01:24:38","0","",
"2016-09-01 01:35:06","0","",
"2016-09-01 01:45:34","0","",
"2016-09-01 01:56:02","0","",
"2016-09-01 02:06:31","0","",
"2016-09-01 02:17:00","0","",
"2016-09-01 02:27:30","0","",
"2016-09-01 02:37:58","0","",
"2016-09-01 02:48:27","0","",
"2016-09-01 02:58:55","0","",
"2016-09-01 03:09:23","0","",
"2016-09-01 03:19:51","0","",
"2016-09-01 03:30:19","0","",
"2016-09-01 03:40:48","0","",
"2016-09-01 03:51:16","0","",
"2016-09-01 04:01:44","0","",
"2016-09-01 04:12:12","0","",
"2016-09-01 04:22:40","0","",
"2016-09-01 04:33:09","0","",
"2016-09-01 04:43:38","0","",
"2016-09-01 04:54:06","0","",
"2016-09-01 05:04:33","0","",
"2016-09-01 05:15:01","0","",
"2016-09-01 05:25:29","0","",
"2016-09-01 05:35:58","0","",
"2016-09-01 05:46:26","0","",
"2016-09-01 05:56:55","0","",
"2016-09-01 06:07:24","0","",
"2016-09-01 06:17:53","0","",
"2016-09-01 06:28:21","0","",
"2016-09-01 06:38:50","0","",
